,Accuracy,Precision,Recall,Training Time
bow_plain,0.8933333333333334,0.8638095238095239,0.8466666666666666,0.16350555419921875
bow_lowercase,0.8955555555555557,0.9142857142857144,0.8488888888888889,0.1751115322113037
bow_nostopword,0.8944444444444446,0.8833333333333334,0.8266666666666667,0.10937690734863281
bow_stemming,0.9177777777777779,0.9088888888888891,0.8622222222222222,0.09375238418579102
bow_vectorizer,1.0,1.0,1.0,0.218741 
