,Accuracy,Precision,Recall,Training Time
bow_plain,0.9255555555555557,0.9500000000000001,0.9644444444444444,1.1565885543823242
bow_lowercase,0.92,0.938888888888889,0.9644444444444445,0.3284766674041748
bow_nostopword,0.9222222222222223,0.9388888888888889,0.9644444444444445,0.32812070846557617
bow_stemming,0.8911111111111112,0.8904761904761906,0.9644444444444445,0.31249380111694336
bow_vectorizer,0.9610,0.96,0.96 ,0.440863 
