,Accuracy,Precision,Recall,Training Time
bow_plain,0.9422222222222222,0.934920634920635,0.9888888888888889,0.4431638717651367
bow_lowercase,0.9444444444444445,0.923809523809524,0.9866666666666667,0.49111366271972656
bow_nostopword,0.9166666666666666,0.8944444444444445,0.9888888888888889,0.3650527000427246
bow_stemming,0.9288888888888889,0.9126984126984128,0.9888888888888889,1.0647242069244385
bow_vectorizer,0.9740,0.97,0.97,0.093758
